student_id,age,gender,study_hours_per_day,sleep_hours_per_day,social_media_hours_per_day,attendance_pct,part_time_job,extracurricular,tutoring,parental_education,internet_access,stress_level,previous_score,exam_score
STU2774,18,Female,4.2,8.0,2.6,90.6,No,No,No,Bachelors,Yes,4.0,51.7,83.9
STU2180,17,Male,2.1,7.9,4.5,91.8,No,No,No,Masters,Yes,5.0,97.0,76.1
STU2891,17,Female,3.8,7.2,2.1,80.1,No,No,No,Bachelors,Yes,7.0,56.1,87.7
STU3226,16,Female,3.0,4.0,3.0,70.2,No,No,No,High School,Yes,9.0,66.8,58.6
STU3182,15,Male,2.8,7.0,0.9,63.9,No,No,Yes,High School,Yes,5.0,58.0,67.1
STU2883,16,Female,4.9,5.7,2.8,73.6,No,Yes,Yes,Bachelors,Yes,4.0,73.4,87.9
STU3265,17,Male,2.6,7.2,3.4,100.0,No,No,No,PhD,Yes,8.0,84.8,94.4
STU2186,17,Female,3.1,7.5,4.1,89.4,Yes,Yes,No,High School,Yes,4.0,63.4,71.8
STU3231,17,Female,1.7,7.4,2.4,95.5,Yes,No,No,Bachelors,Yes,3.0,76.8,86.5
STU2268,16,Male,3.9,6.7,3.8,75.4,No,Yes,Yes,Masters,No,4.0,85.2,96.4
STU2328,18,Female,2.8,6.4,0.0,78.9,No,No,No,Bachelors,Yes,8.0,69.5,75.1
STU2679,16,Male,3.9,6.2,1.6,91.2,No,Yes,Yes,High School,Yes,7.0,58.0,77.6
STU2823,18,Female,3.6,5.5,3.6,93.4,No,No,No,Bachelors,Yes,5.0,58.0,71.1
STU2807,16,Male,4.5,5.1,5.7,100.0,Yes,Yes,Yes,Bachelors,Yes,4.0,75.0,87.8
STU2166,15,Female,4.7,7.2,2.8,100.0,Yes,Yes,No,High School,Yes,7.0,66.3,95.6
STU2782,16,Male,3.8,6.7,4.2,70.8,No,No,No,Masters,Yes,4.0,69.4,77.5
STU2086,18,Male,8.8,7.0,4.7,100.0,Yes,No,Yes,Bachelors,No,7.0,72.8,100.0
STU2522,17,Male,2.5,6.5,4.9,79.6,No,No,No,Masters,Yes,8.0,97.2,92.9
STU3296,15,Female,4.2,5.3,1.6,82.5,No,Yes,No,High School,No,8.0,85.5,87.8
STU3109,15,Female,6.7,6.5,2.1,100.0,Yes,Yes,No,Masters,Yes,9.0,53.5,100.0
STU2442,18,Male,1.5,7.1,1.8,95.8,No,No,No,Masters,Yes,5.0,57.1,78.6
STU2718,15,Female,4.7,7.4,4.7,76.6,No,No,Yes,Bachelors,Yes,6.0,59.9,81.7
STU2123,15,Female,4.5,10.0,3.9,56.9,No,No,No,Masters,Yes,5.0,65.2,95.8
STU3153,16,Female,2.7,7.4,0.7,92.9,No,No,No,High School,Yes,5.0,47.8,82.2
STU2243,17,Male,5.0,8.2,4.1,78.2,Yes,Yes,No,High School,Yes,6.0,60.6,74.8
STU2886,18,Female,4.4,4.6,5.0,92.5,No,No,No,Masters,Yes,1.0,68.9,75.9
STU2429,17,Female,2.7,6.4,3.0,97.1,No,Yes,No,Bachelors,Yes,7.0,70.8,88.9
STU2805,15,Female,5.0,6.1,4.9,96.6,No,No,No,High School,Yes,1.0,64.0,89.2
STU3004,16,Male,5.5,6.3,2.5,88.1,Yes,Yes,No,High School,No,4.0,64.8,87.2
STU3163,16,Male,1.0,8.0,5.2,100.0,Yes,Yes,No,Masters,No,5.0,56.2,69.1
STU3393,17,Male,4.8,6.1,4.3,100.0,No,No,Yes,Masters,Yes,6.0,49.8,80.9
STU3346,17,Female,1.4,5.8,4.1,95.1,Yes,Yes,No,Bachelors,Yes,4.0,64.4,69.8
STU2293,16,Female,3.6,8.4,0.6,75.7,No,No,No,Bachelors,Yes,4.0,79.2,90.0
STU3387,18,Male,5.7,5.0,2.9,75.7,No,Yes,No,PhD,Yes,7.0,59.9,90.9
STU2760,17,Male,5.5,8.4,5.3,72.1,No,Yes,Yes,Bachelors,Yes,5.0,78.4,91.6
STU2262,15,Female,0.6,7.8,5.0,77.2,No,No,No,Bachelors,Yes,3.0,59.8,61.8
STU2057,16,Female,3.5,5.0,3.8,89.2,No,No,No,Bachelors,Yes,5.0,65.1,80.8
STU2249,18,Male,3.0,4.1,3.5,85.9,No,Yes,No,PhD,Yes,3.0,65.0,77.3
STU2028,17,Male,2.6,6.3,1.3,84.1,No,No,No,Bachelors,Yes,8.0,81.3,70.7
STU2712,17,Female,2.6,6.2,2.4,100.0,Yes,Yes,Yes,PhD,Yes,5.0,61.4,76.9
STU2019,17,Male,3.5,8.1,1.5,67.4,No,Yes,No,High School,Yes,5.0,79.2,83.6
STU3056,15,Female,4.5,6.3,4.5,81.1,No,No,No,Bachelors,No,6.0,78.7,72.4
STU2586,15,Male,5.9,5.8,1.6,75.1,Yes,Yes,No,Bachelors,Yes,6.0,71.2,86.8
STU2706,15,Female,4.2,6.3,5.3,82.9,Yes,Yes,No,High School,Yes,1.0,74.1,89.9
STU2656,17,Male,3.1,6.2,3.6,85.0,No,No,No,Masters,Yes,6.0,50.6,72.3
STU3285,17,Male,4.0,5.3,4.1,82.6,No,Yes,No,High School,Yes,5.0,84.1,70.4
STU3275,15,Male,3.3,7.2,2.5,84.6,No,No,No,Bachelors,No,2.0,69.1,98.7
STU2211,18,Female,5.0,8.2,0.0,91.4,No,No,Yes,High School,Yes,7.0,75.7,100.0
STU3478,16,Male,4.2,7.5,0.8,83.6,No,No,No,Bachelors,Yes,7.0,91.6,100.0
STU2490,18,Male,5.8,9.0,2.3,88.9,No,No,No,,Yes,6.0,62.2,89.0
STU2616,16,Male,4.2,6.6,5.0,92.8,No,Yes,No,High School,Yes,5.0,79.6,84.0
STU3388,15,Female,2.7,7.6,2.4,91.0,No,No,No,Masters,Yes,1.0,65.1,81.5
STU3451,18,Female,2.7,4.7,2.3,75.9,No,No,No,Bachelors,Yes,6.0,74.1,76.7
STU2051,18,Male,2.6,7.0,2.4,83.9,No,No,No,High School,Yes,5.0,80.1,78.5
STU2635,16,Male,3.0,6.2,2.8,81.4,Yes,No,No,PhD,No,4.0,52.1,75.9
STU2578,15,Male,5.9,6.6,4.4,77.4,Yes,No,Yes,High School,Yes,7.0,53.6,84.1
STU2758,18,Male,6.0,5.2,1.8,85.8,Yes,Yes,No,High School,No,7.0,85.3,97.3
STU2058,15,Female,1.4,6.8,5.4,92.1,Yes,Yes,No,Bachelors,Yes,10.0,89.1,77.0
STU2504,18,Male,1.7,7.8,3.9,76.3,No,Yes,No,High School,Yes,9.0,71.3,65.9
STU2727,15,Female,2.7,6.5,1.6,78.0,No,No,No,High School,Yes,4.0,80.2,78.9
STU2048,15,Female,4.0,7.1,3.6,97.7,No,Yes,No,Bachelors,Yes,5.0,84.2,94.1
STU3067,17,Male,3.9,6.2,4.3,91.3,No,Yes,No,Bachelors,Yes,7.0,59.6,84.1
STU2042,15,Male,3.1,5.0,2.0,74.2,Yes,No,No,High School,Yes,5.0,53.9,70.5
STU3295,18,Female,3.1,8.4,3.3,74.6,Yes,Yes,No,High School,Yes,8.0,65.2,61.1
STU3317,18,Male,2.4,5.8,3.5,96.6,No,Yes,No,Bachelors,Yes,5.0,45.7,75.5
STU2362,18,Male,2.2,6.6,4.2,99.7,Yes,No,No,High School,Yes,3.0,54.3,78.7
STU2552,17,Male,3.4,6.4,4.4,88.2,Yes,No,No,Masters,Yes,7.0,63.2,75.8
STU2126,18,Female,4.2,7.7,3.9,93.7,Yes,Yes,No,High School,Yes,6.0,53.6,73.8
STU3328,16,Male,3.6,5.3,3.9,83.3,No,No,No,High School,Yes,10.0,58.1,72.1
STU2896,15,Male,1.3,7.0,1.6,75.3,No,No,No,Masters,Yes,8.0,89.7,87.5
STU2574,15,Male,1.8,8.2,1.1,91.6,No,Yes,No,Masters,Yes,7.0,75.1,84.7
STU3119,18,Male,4.6,8.0,0.0,89.7,Yes,Yes,Yes,Masters,Yes,5.0,79.9,95.4
STU2312,16,Male,4.6,9.6,3.9,100.0,Yes,No,Yes,Masters,Yes,8.0,71.4,100.0
STU2905,16,Male,2.4,6.5,4.3,88.5,Yes,No,No,Masters,No,6.0,58.1,68.4
STU3437,15,Female,3.0,5.5,1.8,64.8,Yes,Yes,No,Masters,Yes,4.0,79.2,69.0
STU2301,15,Male,4.7,8.3,3.7,76.4,No,No,No,Masters,Yes,7.0,67.2,85.0
STU3015,18,Male,2.8,6.6,2.6,72.4,No,No,No,PhD,No,7.0,64.0,70.1
STU2119,17,Male,0.6,5.1,3.8,71.4,No,Yes,Yes,Masters,Yes,6.0,73.9,61.6
STU2287,17,Male,2.6,6.6,5.0,100.0,Yes,No,No,Bachelors,Yes,7.0,85.8,82.1
STU2539,15,Female,3.0,5.1,2.0,92.1,No,Yes,Yes,Bachelors,Yes,7.0,68.0,83.8
STU3208,17,Male,2.5,6.7,3.6,81.5,No,Yes,Yes,High School,Yes,4.0,91.2,86.7
STU2603,17,Female,5.9,6.8,1.2,85.3,No,No,No,Bachelors,Yes,3.0,74.4,99.6
STU2615,15,Female,3.3,8.0,2.5,72.2,Yes,No,No,PhD,Yes,3.0,53.3,79.7
STU3367,18,Male,3.1,6.9,6.3,64.0,No,No,Yes,Masters,Yes,6.0,50.3,68.9
STU2030,18,Female,3.2,8.8,3.7,96.6,No,No,No,,Yes,5.0,92.0,88.0
STU3495,18,Male,4.1,8.4,2.5,98.1,Yes,Yes,No,Bachelors,Yes,6.0,70.0,89.6
STU2855,17,Male,3.6,5.5,0.0,70.3,No,No,No,Bachelors,Yes,5.0,76.0,80.5
STU2201,18,Male,5.3,7.3,2.8,100.0,No,Yes,No,Masters,Yes,5.0,53.4,95.1
STU2357,16,Male,5.0,4.9,5.9,80.8,No,No,No,High School,Yes,9.0,69.2,89.7
STU2763,15,Female,2.4,6.5,3.2,100.0,Yes,No,No,High School,Yes,5.0,78.7,81.4
STU2064,15,Male,0.3,6.6,2.1,82.4,No,Yes,No,High School,Yes,4.0,66.1,59.1
STU2642,17,Female,3.8,6.1,2.6,73.6,Yes,No,Yes,Bachelors,Yes,10.0,100.0,92.8
STU2841,15,Male,4.1,8.5,1.8,78.0,No,No,No,Bachelors,Yes,5.0,70.3,100.0
STU2178,16,Male,7.2,9.1,0.8,91.9,No,Yes,Yes,Bachelors,Yes,5.0,67.0,100.0
STU2709,17,Female,6.0,7.0,1.6,94.7,No,No,No,Bachelors,Yes,5.0,62.8,91.4
STU2228,18,Male,3.0,6.7,3.6,85.6,Yes,Yes,No,High School,Yes,4.0,68.7,71.2
STU3240,17,Male,3.6,5.2,2.0,86.7,No,Yes,No,Masters,Yes,4.0,74.5,94.9
STU2080,18,Male,4.5,5.9,4.8,75.6,No,No,No,Bachelors,Yes,5.0,78.9,72.1
STU2778,18,Male,4.0,7.1,4.4,75.7,No,Yes,No,High School,No,4.0,86.3,87.0
STU2990,16,Female,4.5,6.4,0.4,63.3,No,No,No,Bachelors,Yes,6.0,57.8,77.6
STU2464,18,Female,6.0,7.2,5.1,85.3,Yes,No,No,High School,Yes,4.0,74.5,85.5
STU3298,16,Female,3.0,6.3,4.1,84.3,Yes,No,No,High School,Yes,8.0,83.8,87.7
STU2327,15,Female,3.7,6.8,0.1,81.7,No,Yes,No,Masters,Yes,6.0,69.8,82.7
STU3332,17,Female,2.2,6.6,1.4,67.5,Yes,Yes,No,High School,Yes,8.0,78.1,67.0
STU2284,15,Male,1.9,7.3,3.1,64.8,No,No,No,Masters,Yes,6.0,67.7,66.8
STU2889,18,Female,3.4,5.2,2.0,90.5,No,Yes,No,High School,Yes,3.0,91.0,91.6
STU3171,15,Female,2.3,6.7,6.4,78.5,Yes,No,No,Bachelors,Yes,5.0,75.8,54.9
STU2671,17,Female,2.6,5.6,3.6,100.0,No,No,No,High School,Yes,2.0,57.6,82.7
STU3250,18,Female,4.2,8.5,4.5,100.0,No,Yes,No,Bachelors,Yes,4.0,76.2,99.9
STU2209,15,Male,1.4,6.4,3.3,72.9,No,Yes,Yes,High School,Yes,7.0,65.5,64.1
STU3241,15,Male,1.6,6.1,2.2,82.6,No,No,No,High School,Yes,3.0,34.6,66.7
STU2675,16,Female,5.0,7.3,1.4,88.7,No,No,Yes,Bachelors,Yes,5.0,78.8,95.0
STU2097,16,Male,4.9,7.1,1.8,82.7,Yes,No,No,High School,Yes,8.0,51.7,84.4
STU2283,16,Male,3.7,5.5,1.4,71.3,Yes,Yes,Yes,Masters,Yes,8.0,72.7,81.6
STU3040,15,Female,1.5,5.5,2.7,68.1,No,No,Yes,Bachelors,Yes,5.0,61.3,59.7
STU3225,15,Male,4.3,7.8,3.0,87.6,No,Yes,No,Masters,Yes,7.0,61.1,92.6
STU2597,15,Male,3.9,8.7,5.5,93.9,No,No,No,High School,Yes,7.0,45.8,73.5
STU3014,18,Male,3.9,4.9,5.8,68.3,No,No,No,Bachelors,Yes,8.0,72.2,70.8
STU2840,16,Male,2.9,7.0,0.0,85.7,No,Yes,No,Masters,No,3.0,74.6,82.6
STU3124,16,Female,5.3,5.6,1.2,61.4,No,Yes,No,Bachelors,Yes,1.0,69.3,90.1
STU2985,15,Male,1.7,5.9,3.3,89.2,Yes,Yes,No,Bachelors,Yes,7.0,69.8,64.8
STU3436,17,Male,5.1,9.4,2.8,100.0,Yes,No,No,PhD,Yes,3.0,61.0,91.5
STU2623,17,Male,4.4,7.3,3.3,94.4,No,No,No,High School,Yes,9.0,78.8,87.4
STU3322,16,Male,4.0,6.8,4.0,83.0,No,No,Yes,,Yes,6.0,77.1,88.7
STU2930,15,Male,4.0,,2.5,86.6,No,Yes,No,Masters,Yes,5.0,75.7,89.7
STU2614,17,Male,4.2,5.5,3.2,91.7,Yes,Yes,No,Bachelors,Yes,4.0,83.5,98.2
STU2361,15,Male,3.2,6.1,3.4,88.7,Yes,No,No,Bachelors,Yes,3.0,57.7,78.3
STU2884,17,Male,2.9,6.3,4.9,75.9,Yes,Yes,Yes,High School,Yes,2.0,76.9,67.8
STU3006,17,Male,2.3,4.5,6.2,100.0,No,No,Yes,Bachelors,Yes,1.0,83.4,79.6
STU3218,16,Female,5.5,6.8,2.9,93.9,No,Yes,No,High School,Yes,5.0,71.5,93.6
STU2335,17,Male,5.1,7.6,4.6,77.6,Yes,Yes,No,Masters,Yes,8.0,51.6,73.9
STU2132,17,Female,1.7,7.8,6.9,84.4,No,No,No,Masters,Yes,4.0,75.5,66.1
STU3242,15,Male,4.0,7.2,2.7,58.5,No,Yes,No,Bachelors,Yes,6.0,66.4,72.7
STU2353,17,Male,3.6,4.0,3.5,75.1,Yes,No,No,,Yes,5.0,50.3,69.5
STU2072,16,Male,1.7,7.7,3.7,99.3,Yes,No,No,Masters,No,6.0,56.6,66.0
STU2548,17,Male,2.4,8.1,4.1,94.7,Yes,Yes,Yes,High School,No,4.0,67.9,87.7
STU2143,15,Female,0.9,7.9,2.0,82.8,No,Yes,No,High School,Yes,9.0,51.4,61.9
STU2689,15,Male,3.0,8.2,3.9,80.7,No,No,No,Bachelors,Yes,3.0,74.8,78.2
STU3315,15,Female,4.7,6.5,2.6,89.0,No,Yes,No,Bachelors,Yes,5.0,57.8,93.1
STU2799,17,Male,0.0,6.3,6.1,74.3,No,Yes,No,Masters,Yes,8.0,68.9,46.4
STU3239,16,Male,3.7,7.9,1.3,85.7,No,No,No,High School,No,4.0,62.3,82.1
STU2380,17,Female,4.7,5.7,2.8,82.0,No,No,Yes,High School,Yes,3.0,58.6,84.6
STU3083,16,Female,4.8,6.1,4.2,78.8,No,No,No,,Yes,5.0,59.3,69.2
STU2289,17,Female,3.4,6.2,1.7,95.1,No,No,No,Bachelors,Yes,6.0,62.8,73.6
STU2314,17,Female,1.5,,3.0,100.0,No,Yes,No,Bachelors,Yes,3.0,62.2,79.0
STU2725,18,Female,4.4,6.9,3.1,71.5,No,Yes,No,High School,No,6.0,76.9,84.9
STU3308,15,Male,3.2,7.6,2.5,94.9,Yes,Yes,No,High School,Yes,4.0,96.8,89.7
STU2981,17,Male,2.6,6.2,2.8,73.4,No,Yes,No,High School,Yes,3.0,67.7,74.1
STU3366,15,Female,5.0,7.7,2.6,81.1,No,Yes,No,,Yes,8.0,68.8,93.2
STU2499,17,Female,2.7,8.7,4.3,81.0,No,No,No,Masters,Yes,5.0,50.1,67.8
STU2334,15,Female,1.9,7.3,3.7,78.2,No,Yes,No,Bachelors,Yes,5.0,61.6,68.4
STU2208,18,Female,5.8,6.6,3.8,94.1,No,Yes,No,PhD,Yes,7.0,71.9,93.5
STU2703,15,Female,1.8,10.0,3.0,100.0,No,No,Yes,,Yes,5.0,65.5,93.1
STU2407,15,Female,4.9,7.6,2.6,82.7,Yes,No,No,High School,Yes,2.0,87.6,95.2
STU3063,18,Male,2.9,10.0,5.4,87.5,No,Yes,Yes,Bachelors,Yes,10.0,58.4,79.0
STU2626,18,Female,2.9,8.3,0.0,98.0,Yes,No,No,PhD,Yes,10.0,85.1,80.7
STU3051,18,Male,4.6,4.5,0.4,85.8,No,No,No,High School,Yes,6.0,67.4,80.0
STU2888,18,Female,0.4,6.0,3.4,65.3,Yes,No,No,Masters,Yes,6.0,63.1,55.9
STU2154,18,Female,3.9,6.9,3.0,84.9,No,No,No,High School,Yes,7.0,37.6,83.0
STU2880,18,Female,3.2,8.2,3.8,88.4,No,No,No,Masters,Yes,8.0,74.9,86.7
STU2175,17,Female,4.3,8.0,4.5,93.1,No,No,No,Bachelors,Yes,4.0,44.1,85.0
STU2007,18,Male,4.0,6.6,4.4,96.1,Yes,No,No,High School,Yes,7.0,86.5,91.0
STU3140,18,Female,3.0,6.6,1.6,85.2,Yes,Yes,No,High School,Yes,10.0,68.1,68.6
STU3354,16,Male,1.5,7.7,2.4,87.0,No,No,No,High School,Yes,7.0,71.2,69.4
STU3300,15,Male,4.7,7.0,1.5,81.2,No,No,No,Masters,Yes,5.0,98.9,97.2
STU2152,15,Female,7.3,6.9,3.4,79.0,Yes,No,No,Bachelors,Yes,2.0,73.5,100.0
STU3370,17,Male,3.6,6.9,3.6,91.0,Yes,No,No,High School,Yes,3.0,44.6,73.2
STU2980,15,Male,2.9,8.4,4.3,80.2,No,Yes,No,Masters,No,10.0,41.9,70.1
STU2707,17,Female,1.6,8.7,2.5,74.3,Yes,Yes,No,Bachelors,Yes,2.0,61.4,70.2
STU2238,16,Female,3.4,7.1,3.2,73.0,No,No,Yes,Masters,No,6.0,59.6,76.1
STU2359,17,Male,3.6,6.7,1.9,80.9,No,Yes,No,Bachelors,Yes,6.0,51.4,67.5
STU2078,16,Female,3.4,,3.3,88.0,No,No,No,High School,Yes,3.0,78.0,79.9
STU2227,17,Female,1.1,6.0,4.0,90.9,No,No,No,Masters,Yes,4.0,82.6,76.7
STU2596,16,Female,1.3,7.4,1.8,78.1,No,No,Yes,Bachelors,Yes,6.0,78.0,75.7
STU3477,15,Male,1.3,7.4,1.4,78.6,Yes,Yes,No,PhD,Yes,3.0,65.8,77.0
STU2116,15,Female,7.0,5.9,2.6,95.4,No,No,No,Bachelors,Yes,9.0,55.2,93.4
STU2323,16,Male,3.8,8.2,1.9,57.0,No,No,Yes,High School,Yes,8.0,71.7,77.3
STU2146,15,Female,1.1,8.1,3.6,83.8,Yes,Yes,Yes,Masters,Yes,8.0,60.8,61.6
STU3442,17,Male,2.0,6.6,3.8,89.1,Yes,Yes,No,Bachelors,No,3.0,71.0,85.7
STU2487,15,Male,1.4,6.4,5.6,90.1,No,No,Yes,Masters,Yes,6.0,93.7,75.0
STU2173,17,Male,2.1,7.1,3.2,100.0,Yes,Yes,Yes,Bachelors,Yes,7.0,61.4,76.7
STU2692,15,Female,3.4,6.8,6.6,83.2,Yes,No,Yes,High School,Yes,7.0,74.8,76.3
STU3148,16,Male,1.1,8.2,3.1,80.1,Yes,No,No,Bachelors,Yes,7.0,61.4,62.5
STU2046,17,Female,3.0,5.1,6.3,87.0,No,No,No,Masters,Yes,7.0,65.0,56.9
STU2674,16,Male,5.3,8.3,0.6,97.3,No,No,Yes,Masters,Yes,5.0,89.7,100.0
STU3288,18,Male,3.5,6.5,3.4,86.5,No,No,No,High School,No,4.0,69.1,79.4
STU2743,16,Female,4.7,5.8,3.7,70.7,Yes,No,No,High School,Yes,10.0,88.0,81.4
STU2147,17,Male,2.4,5.6,2.6,88.0,Yes,Yes,No,Bachelors,Yes,7.0,82.2,76.9
STU2414,15,Male,3.1,3.6,3.0,100.0,No,No,Yes,High School,Yes,2.0,78.1,83.0
STU2153,18,Female,3.6,4.8,5.0,70.9,No,No,No,Bachelors,Yes,4.0,58.0,66.1
STU2571,15,Female,3.2,5.9,3.5,90.5,No,No,No,High School,Yes,6.0,73.3,90.7
STU3362,18,Female,5.0,5.9,5.7,74.9,No,Yes,No,High School,Yes,7.0,67.7,73.1
STU2427,18,Female,2.8,5.7,2.8,81.3,No,No,No,Bachelors,Yes,5.0,67.8,77.0
STU2164,17,Male,5.2,4.4,5.3,79.8,No,No,No,Bachelors,Yes,9.0,63.0,73.2
STU3483,16,Female,3.6,3.6,2.3,83.2,No,No,No,Masters,Yes,5.0,68.5,80.0
STU2947,18,Male,2.5,4.2,5.2,83.9,Yes,No,No,Bachelors,Yes,2.0,73.2,67.9
STU2631,17,Male,3.1,7.6,3.5,82.6,No,No,No,Bachelors,Yes,6.0,68.3,87.9
STU3496,18,Female,5.2,,4.4,71.9,No,No,Yes,Masters,Yes,3.0,90.7,92.4
STU3493,15,Male,2.8,6.6,4.0,92.7,Yes,No,No,High School,Yes,6.0,65.2,81.2
STU3278,15,Female,4.4,7.4,4.9,73.1,No,Yes,No,Masters,Yes,5.0,63.1,77.3
STU2386,18,Male,3.2,7.3,5.7,84.4,No,No,Yes,High School,Yes,8.0,68.3,78.0
STU2235,16,Female,4.0,6.0,3.9,77.9,No,No,No,Masters,Yes,6.0,42.4,70.7
STU2122,16,Female,5.4,5.7,2.9,85.7,No,Yes,No,High School,Yes,5.0,64.1,83.4
STU2095,16,Female,2.2,7.1,1.5,100.0,No,No,No,High School,Yes,4.0,47.4,79.7
STU2210,15,Female,4.8,6.9,1.9,85.7,No,No,No,Masters,Yes,6.0,69.9,100.0
STU2045,16,Female,3.0,8.3,5.3,74.5,No,No,No,Masters,Yes,8.0,72.6,81.6
STU3282,16,Male,3.8,6.9,3.0,83.2,No,Yes,No,Bachelors,Yes,5.0,55.1,75.1
STU2584,16,Male,3.4,5.8,1.8,73.1,No,No,Yes,Bachelors,Yes,4.0,48.1,74.2
STU2162,16,Female,2.9,4.8,4.1,95.8,No,Yes,No,Bachelors,Yes,6.0,73.0,87.7
STU2382,15,Male,2.5,7.7,5.8,90.1,Yes,Yes,No,PhD,Yes,4.0,55.4,79.2
STU2853,17,Female,4.2,5.4,3.4,75.9,Yes,No,No,High School,Yes,10.0,83.4,72.9
STU2458,16,Male,26.896718350557073,5.1,0.2,91.1,No,Yes,No,Bachelors,Yes,6.0,58.3,71.9
STU2702,15,Male,3.1,8.2,1.5,80.6,Yes,No,No,High School,Yes,3.0,56.6,81.6
STU2982,17,Female,2.2,7.2,0.0,72.6,Yes,No,Yes,Bachelors,Yes,7.0,87.9,88.9
STU3457,16,Male,2.7,7.2,2.6,97.2,No,No,No,High School,Yes,6.0,75.0,83.3
STU2720,17,Male,1.6,6.9,4.8,97.5,Yes,No,No,Bachelors,Yes,1.0,74.5,68.1
STU2859,17,Female,2.5,7.1,4.5,92.0,No,Yes,No,Bachelors,Yes,5.0,64.1,69.1
STU2190,15,Female,3.4,5.9,2.8,85.3,Yes,No,No,Bachelors,Yes,3.0,54.0,80.6
STU2565,16,Female,2.8,7.2,3.6,80.7,Yes,No,Yes,Bachelors,Yes,3.0,57.5,63.3
STU2941,16,Female,2.7,6.2,2.6,79.5,Yes,Yes,No,PhD,Yes,6.0,69.9,79.5
STU2874,16,Female,2.2,7.1,7.1,93.3,No,Yes,No,Bachelors,Yes,6.0,88.3,77.0
STU3224,15,Male,4.5,7.2,2.1,72.4,No,Yes,No,Bachelors,Yes,4.0,55.1,88.6
STU3484,16,Male,0.5,6.8,3.9,100.0,No,No,No,High School,Yes,7.0,66.5,66.1
STU2168,17,Male,2.8,6.6,4.8,79.7,No,No,No,High School,Yes,7.0,61.6,62.8
STU2255,16,Male,6.3,6.1,3.6,99.6,No,No,No,Masters,Yes,3.0,75.1,99.3
STU2091,18,Male,2.2,6.3,2.6,80.2,Yes,Yes,No,High School,Yes,3.0,62.0,79.5
STU3325,16,Male,4.2,7.2,2.8,66.1,No,No,No,High School,Yes,6.0,81.5,82.4
STU3022,16,Female,4.8,4.7,8.1,93.2,No,No,No,High School,Yes,10.0,54.5,73.3
STU2856,15,Male,5.2,7.0,1.4,84.4,Yes,Yes,No,Masters,Yes,6.0,67.6,92.0
STU2813,17,Male,4.2,7.5,5.2,82.0,No,No,No,High School,Yes,7.0,87.7,84.3
STU2749,16,Female,2.4,9.7,4.0,82.6,Yes,Yes,Yes,High School,Yes,3.0,69.5,79.7
STU2581,15,Male,3.0,8.4,2.9,94.2,No,No,No,Masters,Yes,6.0,72.5,96.8
STU3199,17,Male,2.5,5.5,3.6,92.2,No,Yes,Yes,Bachelors,Yes,5.0,64.1,84.9
STU2250,15,Male,1.3,7.0,4.8,79.3,Yes,Yes,No,Masters,Yes,5.0,67.0,56.9
STU2370,18,Male,3.9,7.4,0.9,100.0,Yes,Yes,Yes,Masters,Yes,5.0,53.0,91.0
STU3420,16,Female,4.0,6.7,5.1,80.2,No,No,No,Bachelors,Yes,5.0,58.9,74.3
STU2169,17,Female,4.5,7.9,3.0,100.0,No,No,No,Masters,Yes,7.0,73.8,100.0
STU2073,18,Female,6.2,5.9,3.1,88.6,Yes,Yes,No,High School,Yes,6.0,77.4,92.2
STU3279,15,Female,5.2,7.4,2.8,87.2,No,No,No,Masters,Yes,4.0,61.3,99.0
STU2040,18,Male,1.4,4.3,0.0,77.4,No,Yes,Yes,Bachelors,Yes,6.0,92.0,82.8
STU2768,17,Female,1.1,6.8,1.9,91.0,No,No,No,Bachelors,No,8.0,57.7,67.7
STU2687,16,Male,5.0,6.2,2.6,100.0,No,No,Yes,Masters,Yes,4.0,72.2,100.0
STU2393,17,Female,4.1,7.1,1.9,71.5,No,No,Yes,Bachelors,Yes,7.0,81.6,90.8
STU3312,16,Male,4.8,5.1,1.4,76.7,No,No,No,High School,Yes,8.0,83.3,84.1
STU2568,18,Male,4.6,6.7,3.5,69.1,No,No,No,Masters,Yes,7.0,76.6,82.9
STU2943,18,Male,1.5,8.1,0.0,89.8,No,Yes,No,High School,Yes,9.0,73.4,70.4
STU2423,15,Male,4.0,8.4,1.7,77.0,No,No,No,High School,Yes,4.0,78.5,83.6
STU2347,17,Female,7.2,6.1,1.2,83.9,Yes,No,No,Bachelors,Yes,7.0,67.6,92.5
STU2822,17,Male,1.7,5.4,3.2,65.6,Yes,Yes,Yes,Bachelors,Yes,4.0,48.0,64.8
STU2421,15,Female,2.2,7.1,2.0,79.8,Yes,No,No,High School,Yes,6.0,75.0,75.5
STU3036,16,Female,2.5,6.4,3.5,88.7,No,Yes,No,Masters,Yes,7.0,79.7,80.4
STU2600,17,Female,3.4,6.1,5.0,86.7,No,Yes,No,High School,Yes,4.0,74.8,73.7
STU3132,16,Male,5.9,7.4,3.9,82.2,Yes,No,No,High School,Yes,3.0,71.8,99.2
STU2747,17,Female,3.6,8.9,3.9,69.7,Yes,Yes,No,Masters,Yes,5.0,74.4,74.2
STU2833,17,Female,6.4,6.6,4.5,76.4,No,Yes,No,Masters,Yes,6.0,57.3,79.7
STU2570,17,Female,1.7,8.2,1.7,83.6,No,Yes,No,High School,Yes,7.0,62.5,68.0
STU3167,15,Male,2.8,6.8,3.1,98.3,No,No,No,Bachelors,No,6.0,75.9,82.9
